0,0,7
0,1,1
0,2,4
0,3,3
0,4,2
0,5,4
0,6,8
0,7,3
0,8,8
0,9,9
0,10,2
0,11,6
0,12,3
0,13,1
0,14,10
0,15,5
0,16,10
0,17,1
0,18,4
0,19,10
0,20,7
0,21,7
0,22,9
0,23,6
0,24,6
0,25,7
0,26,8
0,27,4
0,28,5
0,29,3
0,30,2
0,31,4
0,32,3
0,33,8
0,34,6
0,35,6
0,36,1
0,37,5
0,38,10
0,39,10
0,40,3
0,41,1
0,42,5
0,43,5
0,44,3
0,45,6
0,46,9
0,47,2
0,48,9
0,49,2
0,50,2
0,51,7
0,52,10
0,53,2
0,54,2
0,55,6
0,56,9
0,57,1
0,58,9
0,59,5
0,60,3
0,61,10
0,62,8
0,63,7
0,64,9
0,65,5
0,66,2
0,67,1
0,68,2
0,69,1
0,70,1
0,71,4
0,72,3
0,73,7
0,74,1
0,75,5
0,76,3
0,77,1
0,78,8
0,79,3
0,80,5
0,81,1
0,82,9
0,83,4
0,84,3
0,85,2
0,86,9
0,87,3
0,88,2
0,89,9
0,90,7
0,91,6
0,92,9
0,93,7
0,94,4
0,95,9
0,96,3
0,97,5
0,98,10
0,99,4
1,0,7
1,1,10
1,2,10
1,3,1
1,4,6
1,5,10
1,6,7
1,7,10
1,8,2
1,9,4
1,10,2
1,11,6
1,12,7
1,13,2
1,14,2
1,15,1
1,16,5
1,17,2
1,18,3
1,19,8
1,20,1
1,21,1
1,22,3
1,23,1
1,24,7
1,25,6
1,26,9
1,27,10
1,28,2
1,29,10
1,30,3
1,31,10
1,32,9
1,33,4
1,34,2
1,35,7
1,36,5
1,37,8
1,38,8
1,39,7
1,40,4
1,41,2
1,42,4
1,43,10
1,44,3
1,45,7
1,46,10
1,47,8
1,48,9
1,49,4
1,50,5
1,51,9
1,52,4
1,53,10
1,54,9
1,55,3
1,56,7
1,57,7
1,58,2
1,59,1
1,60,7
1,61,6
1,62,2
1,63,7
1,64,10
1,65,4
1,66,5
1,67,6
1,68,1
1,69,3
1,70,2
1,71,4
1,72,6
1,73,8
1,74,5
1,75,8
1,76,4
1,77,6
1,78,7
1,79,2
1,80,9
1,81,4
1,82,10
1,83,5
1,84,5
1,85,10
1,86,7
1,87,1
1,88,7
1,89,8
1,90,3
1,91,5
1,92,5
1,93,5
1,94,3
1,95,6
1,96,8
1,97,10
1,98,2
1,99,10
2,0,4
2,1,5
2,2,6
2,3,9
2,4,4
