0,0,10
0,1,7
0,2,7
0,3,8
0,4,10
0,5,7
0,6,6
0,7,2
0,8,10
0,9,6
0,10,1
0,11,6
0,12,4
0,13,4
0,14,7
0,15,8
0,16,3
0,17,1
0,18,9
0,19,5
0,20,2
0,21,8
0,22,3
0,23,10
0,24,8
0,25,2
0,26,1
0,27,6
0,28,6
0,29,8
0,30,2
0,31,8
0,32,4
0,33,10
0,34,5
0,35,3
0,36,7
0,37,2
0,38,6
0,39,8
0,40,9
0,41,9
0,42,4
0,43,2
0,44,2
0,45,2
0,46,9
0,47,5
0,48,3
0,49,9
0,50,1
0,51,6
0,52,8
0,53,5
0,54,5
0,55,6
0,56,6
0,57,7
0,58,3
0,59,4
0,60,4
0,61,6
0,62,3
0,63,9
0,64,5
0,65,7
0,66,2
0,67,3
0,68,1
0,69,9
0,70,1
0,71,9
0,72,7
0,73,6
0,74,3
0,75,1
0,76,9
0,77,3
0,78,5
0,79,1
0,80,4
0,81,7
0,82,9
0,83,1
0,84,1
0,85,5
0,86,6
0,87,9
0,88,2
0,89,10
0,90,4
0,91,5
0,92,5
0,93,6
0,94,4
0,95,10
0,96,4
0,97,7
0,98,4
0,99,6
1,0,5
1,1,6
1,2,5
1,3,4
1,4,3
1,5,9
1,6,4
1,7,2
1,8,1
1,9,10
1,10,4
1,11,4
1,12,6
1,13,2
1,14,5
1,15,8
1,16,7
1,17,2
1,18,8
1,19,8
1,20,2
1,21,1
1,22,4
1,23,6
1,24,8
1,25,9
1,26,7
1,27,4
1,28,5
1,29,3
1,30,9
1,31,2
1,32,10
1,33,5
1,34,7
1,35,3
1,36,3
1,37,10
1,38,4
1,39,4
1,40,1
1,41,9
1,42,9
1,43,8
1,44,1
1,45,5
1,46,5
1,47,7
1,48,7
1,49,3
1,50,6
1,51,10
1,52,5
1,53,1
1,54,7
1,55,5
1,56,10
1,57,6
1,58,8
1,59,6
1,60,8
1,61,8
1,62,9
1,63,7
1,64,3
1,65,5
1,66,1
1,67,5
1,68,6
1,69,6
1,70,10
1,71,6
1,72,5
1,73,9
1,74,3
1,75,5
1,76,5
1,77,10
1,78,3
1,79,1
1,80,4
1,81,8
1,82,2
1,83,10
1,84,10
1,85,9
1,86,4
1,87,9
1,88,4
1,89,1
1,90,7
1,91,3
1,92,9
1,93,5
1,94,1
1,95,3
1,96,2
1,97,2
1,98,7
1,99,7
2,0,7
2,1,9
2,2,3
2,3,1
2,4,9
2,5,7
2,6,7
2,7,3
2,8,6
2,9,9
2,10,6
2,11,1
2,12,8
2,13,7
2,14,1
2,15,8
2,16,7
2,17,4
2,18,8
2,19,10
2,20,5
2,21,4
2,22,4
2,23,5
2,24,9
2,25,5
2,26,7
2,27,10
2,28,8
2,29,5
2,30,8
2,31,4
2,32,3
2,33,10
2,34,7
2,35,1
2,36,9
2,37,3
2,38,6
2,39,4
2,40,2
2,41,1
2,42,5
2,43,1
2,44,9
2,45,5
2,46,10
2,47,6
2,48,10
2,49,8
2,50,7
2,51,6
2,52,1
2,53,1
2,54,10
2,55,1
2,56,7
2,57,8
2,58,2
2,59,4
2,60,5
2,61,10
2,62,9
2,63,9
2,64,1
2,65,5
2,66,10
2,67,9
2,68,8
2,69,7
2,70,5
2,71,1
2,72,7
2,73,1
2,74,3
2,75,5
2,76,7
2,77,3
2,78,10
2,79,6
2,80,10
2,81,9
2,82,4
2,83,2
2,84,9
2,85,5
2,86,3
2,87,5
2,88,3
2,89,6
2,90,10
2,91,9
2,92,7
2,93,8
2,94,7
2,95,8
2,96,3
2,97,8
2,98,8
2,99,2
3,0,4
3,1,4
3,2,4
3,3,2
3,4,6
3,5,6
3,6,7
3,7,2
3,8,10
3,9,8
3,10,10
3,11,9
3,12,6
3,13,5
3,14,3
3,15,6
3,16,9
3,17,5
3,18,2
3,19,3
3,20,2
3,21,1
3,22,1
3,23,9
3,24,1
3,25,8
3,26,8
3,27,3
3,28,7
3,29,5
3,30,6
3,31,1
3,32,1
3,33,9
3,34,2
3,35,6
3,36,6
3,37,10
3,38,10
3,39,6
3,40,10
3,41,9
3,42,6
3,43,7
3,44,3
3,45,8
3,46,3
3,47,3
3,48,4
3,49,6
3,50,6
3,51,8
3,52,7
3,53,6
3,54,6
3,55,7
3,56,5
3,57,3
3,58,1
3,59,2
3,60,9
3,61,8
3,62,4
3,63,9
3,64,6
3,65,7
3,66,7
3,67,3
3,68,7
3,69,6
3,70,10
3,71,8
3,72,6
3,73,8
3,74,4
3,75,10
3,76,5
3,77,8
3,78,2
3,79,1
3,80,4
3,81,7
3,82,8
3,83,2
3,84,5
3,85,5
3,86,10
3,87,1
3,88,7
3,89,10
3,90,4
3,91,7
3,92,9
3,93,7
3,94,8
3,95,4
3,96,6
3,97,4
3,98,8
3,99,4
4,0,9
4,1,8
4,2,1
4,3,4
4,4,7
4,5,4
4,6,3
4,7,1
4,8,4
4,9,4
4,10,3
4,11,7
4,12,3
4,13,10
4,14,10
4,15,9
4,16,4
4,17,9
4,18,9
4,19,2
4,20,10
4,21,5
4,22,9
4,23,8
4,24,3
4,25,8
4,26,3
4,27,8
4,28,1
4,29,10
4,30,1
4,31,9
4,32,9
4,33,3
4,34,4
4,35,5
4,36,9
4,37,8
4,38,8
4,39,2
4,40,3
4,41,10
4,42,10
4,43,5
4,44,2
4,45,9
4,46,5
4,47,7
4,48,7
4,49,4
4,50,1
4,51,6
4,52,10
4,53,1
4,54,5
4,55,2
4,56,8
4,57,7
4,58,10
4,59,8
4,60,8
4,61,2
4,62,8
4,63,7
4,64,5
4,65,1
4,66,3
4,67,3
4,68,8
4,69,2
4,70,4
4,71,10
4,72,4
4,73,3
4,74,7
4,75,7
4,76,3
4,77,1
4,78,3
4,79,9
